acflow,mfdr,oq,sq,h1h2,naq,freq,cppall,spl_15cm,isSinging,file_id,subject_id,week
575.245313688627,747.274657634785,81.5789473684211,181.818181818182,11.3270198497884,0.226743750133261,292.05298013245,19.437654931107,84.9756382502787,1,NF023_20140108_01_IBIF.mat,23,1
520.729630605174,696.123729608705,78.3783783783784,190,9.78078277483882,0.222732790296024,297.972972972973,21.2557541412155,83.8932665623275,1,NF023_20140108_01_IBIF.mat,23,1
479.823193554356,637.637739267136,83.3333333333333,172.727272727273,11.6099083503758,0.230981859301211,306.25,18.4251450817361,83.0482184398035,1,NF023_20140108_01_IBIF.mat,23,1
435.341464120726,594.636127896514,90,190.909090909091,12.0220537126846,0.232789518259784,317.26618705036,19.6772104880154,82.2006060526239,1,NF023_20140108_01_IBIF.mat,23,1
396.851815858665,551.478456458186,88.5714285714286,205,11.2081193784963,0.23058766039189,319.565217391304,19.8846729085847,81.5132558056253,1,NF023_20140108_01_IBIF.mat,23,1
383.727927686163,530.0160320918,90,210,11.0810642581623,0.229621102440539,317.26618705036,16.910699298173,81.1915381384549,1,NF023_20140108_01_IBIF.mat,23,1
369.741592437943,515.752189511153,91.4285714285714,215,10.9258336726983,0.229499904775513,319.565217391304,19.2734093884608,80.8595889232679,1,NF023_20140108_01_IBIF.mat,23,1
353.02944655622,488.118185433634,88.5714285714286,200,10.8754435197101,0.229024849552999,317.26618705036,18.4019589024046,80.4977240963494,1,NF023_20140108_01_IBIF.mat,23,1
337.047454131227,460.584923860513,88.5714285714286,210,10.7859555945206,0.229835786226304,315,20.0780818526926,80.0553820292823,1,NF023_20140108_01_IBIF.mat,23,1
315.547777219275,438.922397565396,87.1428571428571,205,10.5183291525796,0.227794458392433,315,17.1026098070814,79.4205187096199,1,NF023_20140108_01_IBIF.mat,23,1
296.709646306096,415.549179774677,85.7142857142857,200,9.97035744989923,0.225146550986818,315,15.4374603004572,79.0010056567758,1,NF023_20140108_01_IBIF.mat,23,1
289.383637556474,409.263963274367,84.2857142857143,227.777777777778,9.50822632944886,0.222197668594221,315,18.2539583880674,78.7376586316069,1,NF023_20140108_01_IBIF.mat,23,1
278.244838472682,394.633338392056,85.7142857142857,200,9.62456742252852,0.222901767700582,315,20.0351950002624,78.5319929294275,1,NF023_20140108_01_IBIF.mat,23,1
280.267689110858,398.36269193255,85.7142857142857,200,9.46973479976077,0.222083261125234,315,20.1453062486488,78.5043464435905,1,NF023_20140108_01_IBIF.mat,23,1
282.686537428153,396.254505765128,85.7142857142857,190,9.63774994282944,0.224721084852492,315,18.8761382183254,78.4185804520217,1,NF023_20140108_01_IBIF.mat,23,1
283.982429658106,405.620794344889,82.8571428571429,205,9.27405062457545,0.220806138438004,315,20.320981944974,78.6511815865719,1,NF023_20140108_01_IBIF.mat,23,1
275.372542794512,392.276438581417,88.5714285714286,244.444444444444,9.92094228321468,0.222668755572924,317.26618705036,18.571120998693,78.325417788374,1,NF023_20140108_01_IBIF.mat,23,1
258.039253711714,367.805603843318,85.7142857142857,222.222222222222,9.62799599506666,0.222796896199955,317.26618705036,17.4950138914109,77.9108559388117,1,NF023_20140108_01_IBIF.mat,23,1
268.07166237835,384.159434539135,85.7142857142857,226.666666666667,8.97212965673869,0.218743970470902,315,18.3561834690084,78.1351167993784,1,NF023_20140108_01_IBIF.mat,23,1
260.385679696494,373.114748073139,82.8571428571429,222.222222222222,8.68999894265547,0.219607483732491,312.765957446808,17.2042055435565,77.9576658710659,1,NF023_20140108_01_IBIF.mat,23,1
247.434486573271,354.057376170813,80,190,8.77544091979021,0.21867203954547,312.765957446808,18.8494855960922,77.3810240399207,1,NF023_20140108_01_IBIF.mat,23,1
243.492415961129,347.202656141521,81.4285714285714,216.666666666667,9.08119213717494,0.220016680733082,315,20.6223167970681,77.2621613199526,1,NF023_20140108_01_IBIF.mat,23,1
230.590612532718,328.925972547521,82.8571428571429,195,9.25679967365212,0.221521289463485,315,18.8919992387884,76.9387619766403,1,NF023_20140108_01_IBIF.mat,23,1
224.844437425639,318.471700609549,82.8571428571429,190,9.25805788829567,0.220921449818577,312.765957446808,18.0480446190562,76.6611874856417,1,NF023_20140108_01_IBIF.mat,23,1
216.815817553643,302.119236260575,82.8571428571429,190,9.50015793421792,0.224056140800271,315,18.0861029091716,76.1768069247649,1,NF023_20140108_01_IBIF.mat,23,1
237.107846654755,317.420641951221,95.5882352941177,204.545454545455,13.3790891960466,0.241096735002125,329.10447761194,18.3317996755154,76.7812770553024,1,NF023_20140108_01_IBIF.mat,23,1
219.215555696346,289.95168369465,97.0588235294118,200,14.6552779852119,0.247915201070318,329.10447761194,17.8030587109525,76.2348374731565,1,NF023_20140108_01_IBIF.mat,23,1
189.690881549624,239.600961672078,98.5294117647059,161.538461538462,16.0391256784081,0.254325489452025,321.897810218978,18.0716626375062,75.1401596247192,1,NF023_20140108_01_IBIF.mat,23,1
177.939611488394,222.398442030895,92.8571428571429,183.333333333333,17.3116335345465,0.25694416132359,319.565217391304,17.3547990966862,74.4282015011701,1,NF023_20140108_01_IBIF.mat,23,1
142.233962496162,172.582163289785,88.5714285714286,172.727272727273,18.832824147659,0.262517903596832,317.26618705036,19.2320807840479,72.8962763492045,1,NF023_20140108_01_IBIF.mat,23,1
149.430327310252,176.808201312852,91.4285714285714,164.102564102564,18.2701790351532,0.271416301964741,317.26618705036,16.1189102535659,72.8775769109521,1,NF023_20140108_01_IBIF.mat,23,1
149.321058391301,178.8108346689,92.8571428571429,168.269230769231,17.6125632459691,0.267641083892114,317.26618705036,16.5965324451383,72.8115655551644,1,NF023_20140108_01_IBIF.mat,23,1
143.400703717632,174.440199878663,88.5714285714286,158.333333333333,18.1409166022189,0.261975014787142,315,19.4175813002911,72.6555166606303,1,NF023_20140108_01_IBIF.mat,23,1
133.195617470118,162.181958930006,88.5714285714286,169.69696969697,17.2146178621017,0.258617452627625,315,18.4124053988556,72.238036645093,1,NF023_20140108_01_IBIF.mat,23,1
129.877315344506,157.339744806208,91.4285714285714,160.25641025641,18.1309552923361,0.261992270039182,315,19.1751084400103,71.8738825787831,1,NF023_20140108_01_IBIF.mat,23,1
120.441092392165,148.60314298116,88.5714285714286,170.833333333333,17.2760797271589,0.252942783057566,315,19.0010215266081,71.4425814828142,1,NF023_20140108_01_IBIF.mat,23,1
119.981197979137,141.207935830682,88.5714285714286,172.727272727273,18.2457396105571,0.259747422940261,312.765957446808,18.3379397261839,71.0050761501296,1,NF023_20140108_01_IBIF.mat,23,1
118.63551797159,138.978118648613,91.4285714285714,158.333333333333,18.6853130514921,0.26711039580026,315,18.2251069161784,71.0506010826547,1,NF023_20140108_01_IBIF.mat,23,1
121.276808758398,143.338929225634,88.5714285714286,158.333333333333,18.650786626441,0.267173937248543,315,15.66452118743,71.325083489317,1,NF023_20140108_01_IBIF.mat,23,1
133.763072779927,152.960641460515,91.4285714285714,170.833333333333,18.5235896716252,0.270541002879661,315,16.9479799108274,71.6321965322853,1,NF023_20140108_01_IBIF.mat,23,1
131.190587980167,156.341362257027,91.4285714285714,159.935897435897,18.7247417607975,0.262624974639785,315,17.9848880516691,71.7842015786278,1,NF023_20140108_01_IBIF.mat,23,1
133.608719266636,156.094278183383,91.4285714285714,158.333333333333,18.0149096027517,0.265457625858227,315,14.99567237763,71.8117527684763,1,NF023_20140108_01_IBIF.mat,23,1
133.234792689764,162.266586961622,88.5714285714286,170.075757575758,17.9379730293578,0.261673988360172,315,17.0755791140122,72.0310665845623,1,NF023_20140108_01_IBIF.mat,23,1
137.585369205643,168.221599452046,91.4285714285714,172.727272727273,17.1709013587027,0.258431113913805,315,17.0279334705711,72.362489602254,1,NF023_20140108_01_IBIF.mat,23,1
137.354961133593,166.187417683899,91.4285714285714,166.666666666667,17.1504695595455,0.260331395516468,312.765957446808,19.3707635381523,72.4097763124298,1,NF023_20140108_01_IBIF.mat,23,1
136.571295053097,169.164566136789,90,158.333333333333,17.8295142030516,0.252591922286182,315,19.2510078051689,72.0201833024624,1,NF023_20140108_01_IBIF.mat,23,1
92.1005411720894,105.707730426391,81.4285714285714,123.076923076923,19.502608822365,0.275826829266454,315,15.451464278651,69.1155802399433,1,NF023_20140108_01_IBIF.mat,23,1
97.5990869739405,114.307967155965,82.8571428571429,143.560606060606,17.9849594377198,0.265115003799718,317.26618705036,16.573550880779,69.2279986244357,1,NF023_20140108_01_IBIF.mat,23,1
106.178500277532,122.216955876803,82.8571428571429,158.041958041958,17.7824374963402,0.265212169029309,315,16.7476579622015,70.0103770343072,1,NF023_20140108_01_IBIF.mat,23,1
87.6484296758905,100.31201438154,84.2857142857143,153.846153846154,18.2653544574296,0.266819100152572,312.765957446808,14.4078644807753,68.4610712831341,1,NF023_20140108_01_IBIF.mat,23,1
77.879436652858,87.6818495237726,85.7142857142857,154.545454545455,18.1289318668177,0.273254760200391,315,14.3558303737669,67.2644690299383,1,NF023_20140108_01_IBIF.mat,23,1
76.2594077500835,88.7585119262168,82.8571428571429,143.560606060606,18.3682614782577,0.273092457823999,317.26618705036,13.8795592846324,66.9812165048827,1,NF023_20140108_01_IBIF.mat,23,1
67.8176035620684,80.1862411556762,81.4285714285714,159.090909090909,16.6232623085472,0.265466947454822,315,13.0156136345764,66.3877841557686,1,NF023_20140108_01_IBIF.mat,23,1
79.4226964975928,89.855180622603,85.7142857142857,150,16.8670789364351,0.276523526048218,315,15.3507710299002,67.1182220438274,1,NF023_20140108_01_IBIF.mat,23,1
73.3393519050709,87.8767178691666,87.1428571428571,156.439393939394,16.3035274421001,0.266445643000609,315,15.2528589435782,66.9476124265662,1,NF023_20140108_01_IBIF.mat,23,1
70.3875545839837,83.8414854956663,84.2857142857143,154.545454545455,18.3935245050092,0.265754112881961,312.765957446808,16.6065262443123,67.1420955552045,1,NF023_20140108_01_IBIF.mat,23,1
82.5882025674368,94.8453242327066,80.5555555555556,152.272727272727,16.5941186026678,0.266716631390448,310.56338028169,16.1539624290188,67.7367134326199,1,NF023_20140108_01_IBIF.mat,23,1
73.4456855050873,81.2579960389846,82.8571428571429,136.217948717949,16.7532870020463,0.275134890283799,312.765957446808,15.7906921001554,66.7010635629858,1,NF023_20140108_01_IBIF.mat,23,1
69.0047967593329,82.81916943939,82.8571428571429,163.636363636364,16.7352198376384,0.259998981733986,312.765957446808,14.8057988987215,66.4995469831603,1,NF023_20140108_01_IBIF.mat,23,1
63.4278627210392,72.7890787396636,94.2857142857143,153.846153846154,16.8782504842103,0.270431025891266,315,18.8511149318078,65.6901109587388,1,NF023_20140108_01_IBIF.mat,23,1
48.9276907808722,60.167274695888,77.1428571428571,127.272727272727,16.5435170529223,0.254700973192996,315,12.9023562706536,63.7009482436172,1,NF023_20140108_01_IBIF.mat,23,1
39.5077217841197,43.6509984046122,80,133.566433566434,16.7214785779769,0.269586206339203,312.765957446808,14.5749971009405,61.8212547431371,1,NF023_20140108_01_IBIF.mat,23,1
507.674201692003,678.325612938955,76.9230769230769,190,8.60896606469364,0.212938293821951,284.516129032258,18.2237578642045,83.6521781832472,1,NF023_20140108_01_IBIF.mat,23,1
503.119862626889,654.066983613104,81.0810810810811,181.818181818182,10.7559370292412,0.226840910212372,295.973154362416,17.5084812899269,83.7496235225291,1,NF023_20140108_01_IBIF.mat,23,1
456.2545059511,625.244004129787,77.7777777777778,180,9.42567627205314,0.22119837488348,304.137931034483,18.1685274799293,82.7057147517078,1,NF023_20140108_01_IBIF.mat,23,1
423.317978796015,592.946300062612,77.7777777777778,180,9.02965800294872,0.219585732020807,308.391608391608,20.9588725518438,82.1211015425164,1,NF023_20140108_01_IBIF.mat,23,1
393.351125753642,562.857129829868,80,180,8.97963518244551,0.218548932308223,312.765957446808,21.5372070493448,81.4625232324608,1,NF023_20140108_01_IBIF.mat,23,1
377.959654881646,547.726972460866,82.8571428571429,222.222222222222,8.56781694628675,0.216948644820738,312.765957446808,17.8689702188203,81.1231519887393,1,NF023_20140108_01_IBIF.mat,23,1
356.945397466878,507.801780942294,77.7777777777778,180,8.75442271908455,0.218291241113969,310.56338028169,21.1956561144532,80.5921675625161,1,NF023_20140108_01_IBIF.mat,23,1
327.710180616268,469.317472687505,76.3888888888889,180,8.22993934900263,0.21494356904158,308.391608391608,18.8074293886515,79.8966089368425,1,NF023_20140108_01_IBIF.mat,23,1
317.591089576664,452.566290700992,77.7777777777778,180,8.38277298622048,0.216720418106541,308.391608391608,20.046811396866,79.6639599231152,1,NF023_20140108_01_IBIF.mat,23,1
301.424162352823,427.99822146704,77.7777777777778,185,8.46788955902237,0.217717933077775,308.391608391608,19.399701027365,79.1160915373168,1,NF023_20140108_01_IBIF.mat,23,1
291.105913074746,414.211900579956,77.7777777777778,190,8.53483276690925,0.218188341065216,310.56338028169,20.2048620890668,78.8890288818177,1,NF023_20140108_01_IBIF.mat,23,1
277.228892456284,395.370792655917,84.2857142857143,227.777777777778,8.61548509027855,0.216288161470869,312.765957446808,19.4635742288138,78.3903452985586,1,NF023_20140108_01_IBIF.mat,23,1
262.316408115881,376.548015814615,79.1666666666667,211.111111111111,8.24797934100545,0.216261383132763,310.56338028169,19.127463986061,77.981157269529,1,NF023_20140108_01_IBIF.mat,23,1
250.928017010352,354.072935380476,83.3333333333333,200,8.36732292415094,0.217468446961257,306.25,16.133539430823,77.5543867787302,1,NF023_20140108_01_IBIF.mat,23,1
237.130306463737,332.472817328527,77.7777777777778,195.555555555556,9.01827971429187,0.219784052520906,306.25,18.7247149332828,77.283651389296,1,NF023_20140108_01_IBIF.mat,23,1
236.729401761028,323.124370075253,79.1666666666667,190,9.46934642155136,0.222563365916301,306.25,19.4465900077627,76.9966999019249,1,NF023_20140108_01_IBIF.mat,23,1
227.702397496751,309.865924509654,80.5555555555556,185,10.1710843340623,0.225796737543333,306.25,17.2267807328867,76.8748269720595,1,NF023_20140108_01_IBIF.mat,23,1
227.678200984647,315.028845415892,77.7777777777778,180,10.1280530334024,0.224892193239721,310.56338028169,19.9765343079581,76.7152878193311,1,NF023_20140108_01_IBIF.mat,23,1
225.335850168808,307.449927021625,80.5555555555556,190,10.6287996504551,0.227060062204963,310.56338028169,20.9265161518106,76.7327979193359,1,NF023_20140108_01_IBIF.mat,23,1
222.461529614206,308.129011455769,77.7777777777778,170,10.203853394711,0.22549793232598,310.56338028169,18.540445798353,76.5839516799212,1,NF023_20140108_01_IBIF.mat,23,1
216.96317335723,298.758793538414,79.1666666666667,185,10.2024306777751,0.225413543949169,310.56338028169,18.735957123809,76.4618994838501,1,NF023_20140108_01_IBIF.mat,23,1
215.43507472641,294.597266883392,82.8571428571429,190,10.5102218089036,0.22909996840653,312.765957446808,21.9290039581265,76.2210158378681,1,NF023_20140108_01_IBIF.mat,23,1
217.552099114586,302.164260732452,80.5555555555556,200,10.1363310410816,0.224356472476074,310.56338028169,20.7933159104392,76.3729904211865,1,NF023_20140108_01_IBIF.mat,23,1
214.221214010897,294.572576533085,80.5555555555556,190,10.2211733829704,0.224411427444121,308.391608391608,20.2868063977971,76.3064221897765,1,NF023_20140108_01_IBIF.mat,23,1
205.383291387088,280.16812380836,79.1666666666667,180,10.4170478503593,0.226350434779841,308.391608391608,20.3571748700425,75.7857827151047,1,NF023_20140108_01_IBIF.mat,23,1
203.448785101756,271.836805241921,80.5555555555556,180,10.6866580051093,0.229041486861416,308.391608391608,19.501591072916,75.8011207182499,1,NF023_20140108_01_IBIF.mat,23,1
200.449099618345,271.167931224984,80.5555555555556,185,10.5190568160184,0.227253715743979,308.391608391608,17.7873358863817,75.5663607533984,1,NF023_20140108_01_IBIF.mat,23,1
196.457232542922,265.266135780521,80.5555555555556,180.909090909091,10.1796122198474,0.225659809977049,306.25,20.2075706356729,75.4310097451053,1,NF023_20140108_01_IBIF.mat,23,1
189.388210659429,257.130622206674,77.7777777777778,175,10.1062062967471,0.22430390006967,306.25,19.6777525567134,75.2276325178275,1,NF023_20140108_01_IBIF.mat,23,1
184.532629364089,253.131760812679,80.5555555555556,185,9.57170685356684,0.223130084288433,306.25,18.394219994904,74.9100700603872,1,NF023_20140108_01_IBIF.mat,23,1
180.570224290198,250.310517915747,77.7777777777778,180,9.61599078460926,0.221100905663278,306.25,19.2615533472932,74.8256889328686,1,NF023_20140108_01_IBIF.mat,23,1
185.086926658979,242.622450638815,79.1666666666667,161.818181818182,10.6325131476401,0.238256263875915,310.56338028169,20.7150631606514,74.5886832640295,1,NF023_20140108_01_IBIF.mat,23,1
175.66381767631,239.199849865411,80.5555555555556,181.818181818182,10.9492498213688,0.228772835203065,310.56338028169,17.8788165696126,74.6667999614798,1,NF023_20140108_01_IBIF.mat,23,1
166.009026207529,228.439119060802,80.5555555555556,163.636363636364,11.1744250845726,0.231010193169095,308.391608391608,18.0230035508485,74.117083205359,1,NF023_20140108_01_IBIF.mat,23,1
158.938686200174,207.855304140058,88.5714285714286,181.818181818182,14.0848543615223,0.243608289023774,317.26618705036,17.7150200928455,73.6285799874505,1,NF023_20140108_01_IBIF.mat,23,1
155.349346708766,200.540507906986,88.5714285714286,181.818181818182,14.2287165208654,0.244213937427442,315,18.0842386746362,73.367877804186,1,NF023_20140108_01_IBIF.mat,23,1
150.980599945647,186.607478651437,91.4285714285714,177.272727272727,15.0461647993202,0.25105868631643,312.765957446808,18.3276727722399,73.116311394453,1,NF023_20140108_01_IBIF.mat,23,1
