count,mean,std,min,25%,50%,75%,max
13670.0,866.0488049307673,399.9754503589637,-93.44116532300299,550.863163219017,861.896586744055,1215.167607148075,1589.33203586077
13670.0,1417.1889812439076,843.1751490903496,56.1044211488675,741.3727541088873,1265.7986411064549,1866.2920561441476,3999.89272978985
13670.0,0.5734308705193872,0.2582447054788653,0.0,0.4,0.6,0.8,1.0
13670.0,0.5563935625457181,0.2694013493498132,0.0,0.3,0.5,0.8,1.0
13670.0,0.5280614484272275,0.18901650427857897,0.2,0.4,0.5,0.7,0.8
