ACFL,MFDR,OQ,SQ,f0,H1H2,spl,Ps,Pc,a_TA,a_CT
0.0983414334070708,79.9646236365431,99.0056818181818,213.977272727273,125.462304409673,13.8868269484935,70.3409154251665,75.542366130666,318.001326916652,0.7,0.3
0.53246043944712,553.076915533959,99.4588744588744,254.087306281793,143.414634146341,14.5307963568361,90.81712224925,1138.37874560034,1531.48815729915,0.7,0.3
0.584231518261932,613.475093209819,99.4517543859649,294.360902255639,144.946589975349,14.6612530194489,91.994977030124,1253.98353198197,1695.82886962912,0.7,0.3
0.492601769638886,453.42946788345,96.1432506887052,180.312903225806,121.571330117161,14.7129899931375,88.332085998791,986.21930783399,1064.18380484136,0.8,0.3
0.544633421841827,509.024994891652,96.5083798882682,185.540069686411,123.184357541899,14.804854389779,89.915021029502,1096.01192813201,1163.309548744,0.8,0.3
0.592536533448796,559.584524116154,96.1756373937677,191.412466843501,124.929178470255,14.888243289734,91.129824338026,1219.19580516849,1302.93498505726,0.8,0.3
0.405652295154433,438.351422879793,99.25,278.246052973115,183.941605839416,12.6984033214792,91.785935721435,824.00339229311,1690.31930556866,0.6,0.4
0.459325091061432,508.780709457686,97.563025210084,285.72131147541,185.294117647059,12.6594444294431,93.118102930338,950.88381859683,1932.08281504175,0.6,0.4
0.511349623835676,577.880786155521,97.9661016949153,295.891291642314,186.666666666667,12.2996699304864,94.348142197652,1072.19966892818,2168.36543297427,0.6,0.4
0.568427541816271,648.953925539836,96.6808510638298,300.055526747904,187.659574468085,12.0445332378823,95.557658333881,1196.75282633975,2400.17806977479,0.6,0.4
0.621614408286444,724.199842035737,95.6410256410256,303.954785954786,188.663101604278,11.8137341076399,96.3637586634,1316.02372936736,2630.20618078114,0.6,0.4
0.0648046998051039,71.7072458176448,94.2231075697211,206.728665233239,175.522388059701,17.9986138628274,76.655679661095,118.367011010329,506.844725027155,0.7,0.4
0.105308093813889,116.258144104244,93.1174089068826,226.262575452716,178.904665314402,16.9627673178089,81.401957118021,245.244873863462,708.837191290828,0.7,0.4
0.143939132830708,162.169085554243,92.9591836734694,243.791966739728,179.816513761468,16.4454330607886,84.537205001741,371.019327357611,863.375551280304,0.7,0.4
0.190754710312143,217.793668105399,92.1487603305785,259.752461534587,182.419855222337,15.7251670878814,86.988467645549,497.909756109337,1064.95009414502,0.7,0.4
0.237990435045212,274.437026230992,91.3692946058091,268.24997684542,183.367983367983,15.4043056961183,88.962310851855,621.552669698547,1262.36355079036,0.7,0.4
0.290251779001132,338.182733657715,90.0418410041841,265.196187189285,184.905660377358,14.9939710920208,90.675144195536,743.54385564051,1446.73211837245,0.7,0.4
0.341818870530295,406.995886044564,89.1983122362869,287.249639249639,186.469344608879,14.3941252417072,92.096960716217,867.64767031802,1666.66377167184,0.7,0.4
0.391849386985217,471.13504430598,88.728813559322,287.777777777778,187.261146496815,13.8999401715486,93.377535421229,990.71598695336,1865.87450086379,0.7,0.4
0.444716038217497,541.583828986539,88.8034188034188,290.758895192857,188.260405549626,13.3702799368122,94.577525478054,1112.66678802596,2067.67374059566,0.7,0.4
0.503389859321816,618.23431131722,87.8111587982833,290.514954893423,189.473684210526,12.9777905543567,95.807625805094,1238.16612493947,2296.36330334275,0.7,0.4
0.559989429925913,692.8027001591,87.8448275862069,274.836004806095,190.291262135922,12.7849763617407,96.766812333423,1370.15371897633,2507.50687196759,0.7,0.4
0.0696262511990603,70.692468662333,98.6857825567503,116.251227390181,158.064516129032,17.0798507585107,73.113587010435,108.956141273538,426.119833331409,0.8,0.4
0.106803831898816,111.355731654535,98.3152827918171,114.454166666667,159.205776173285,16.6306052537812,77.662523939802,234.482773299513,558.943255534233,0.8,0.4
0.144945042200633,158.74812025016,98.0769230769231,113.350067128706,161.538461538462,16.3022365792594,81.220203819668,357.615495490562,700.334238845351,0.8,0.4
0.186705793900247,210.953614454352,97.5925925925926,117.322700396425,163.1822386679,16.0084542166178,84.315106476612,484.225548807671,861.008934344171,0.8,0.4
0.232764324861916,269.109438978008,97.0973782771536,118.798947983635,165.478424015009,15.9022170716201,86.718014830383,601.932593732768,1030.94506078006,0.8,0.4
0.278593958975474,329.26887743565,97.3384030418251,122.125187406297,167.521367521368,15.0969120359368,89.058362679814,731.18226826982,1211.59042760704,0.8,0.4
0.327742792143621,391.725879218822,96.4423076923077,127.440622440622,169.452449567723,14.7128845389067,91.398635373401,852.51895977968,1363.77738823721,0.8,0.4
0.376429150485477,452.487252194717,96.2209302325581,135.907510924378,170.764762826718,14.4862259387608,93.090416700699,972.96061101662,1555.16956645887,0.8,0.4
0.42738118879202,512.528730178441,95.0980392156863,214.907165704945,172.771792360431,14.3765883169746,94.71395328975,1096.95795480672,1763.62562326731,0.8,0.4
0.484391848471142,569.014466751243,94.4664031620553,282.849531116795,174.136229022705,14.2783136537011,95.924792852539,1219.09524138053,1960.47719861011,0.8,0.4
0.545608592920764,625.005439472979,93.0278884462151,242.469941956882,176.047904191617,14.1622836272322,97.078781889968,1342.45181257543,2188.42557783106,0.8,0.4
0.0739052816139702,66.1523214535535,99.3690851735016,141.385789782736,139.336492890995,16.4732212089306,71.3707520661376,97.500334264079,352.249328119873,0.9,0.4
0.333490479545041,342.373182647004,98.8584474885845,293.681766082133,151.027397260274,14.836281331863,86.966638122257,819.54760928342,1133.90292210584,0.9,0.4
0.384140186676888,402.265608668138,98.2638888888889,330.979020979021,153.125,14.5763373183511,88.526073586279,948.78056295131,1304.21125890488,0.9,0.4
0.434462858797777,465.037864691689,97.8947368421053,335.9375,154.736842105263,14.7662868924964,89.986956532542,1071.09307089057,1438.33411934298,0.9,0.4
